ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2L,EOG09170518,AGAP005225,12527952,12529541,0.322,1.28977970994965e-11
2L,EOG091708FS,AGAP005226,12530325,12531142,0,1.28977970994965e-11
2L,EOG091702ML,AGAP005227,12535623,12538060,0,1.28977970994965e-11
2L,EOG09170BEG,AGAP013141,12538777,12539028,0,1.28977970994965e-11
2L,EOG09170B0Y,AGAP005228,12539063,12539849,0,1.28977970994965e-11
2L,EOG0917047P,AGAP005229,12549284,12558294,0,1.28977970994965e-11
2L,EOG091702WP,AGAP005230,12596948,12598564,0.374,1.28977970994965e-11
2L,EOG091709IK,AGAP005231,12614542,12615240,0,1.28977970994965e-11
2L,EOG091707VL,AGAP005233,12651084,12652962,0,1.28977970994965e-11
2L,EOG091707PV,AGAP005234,12657335,12660566,0,1.28977970994965e-11
2L,EOG091702L6,AGAP005235,12666575,12671179,0,1.28977970994965e-11
2L,EOG091707RC,AGAP005236,12692990,12693965,0,1.28977970994965e-11
2L,EOG091704WD,AGAP005238,12704455,12707834,0,1.28977970994965e-11
2L,EOG0917069G,AGAP005239,12708085,12709261,0,1.28977970994965e-11
2L,EOG091706TB,AGAP005240,12710883,12712181,0,1.28977970994965e-11
2L,EOG0917093X,AGAP005241,12714544,12715791,0,1.28977970994965e-11
2L,EOG091704H3,AGAP005242,12721454,12727400,0,1.28977970994965e-11
2L,EOG091701SS,AGAP005245,12909062,12980092,0,1.28977970994965e-11
2L,EOG091705XH,AGAP005246,12996143,13001344,0,1.28977970994965e-11
2L,EOG09170841,AGAP005248,13100886,13118081,0,1.28977970994965e-11
2L,EOG091701ZB,AGAP005249,13125469,13128594,0,1.28977970994965e-11
2L,EOG091701N3,AGAP005250,13129789,13132652,0.324,1.28977970994965e-11
2L,EOG0917059R,AGAP005252,13194968,13196429,0,1.28977970994965e-11
2L,EOG0917029V,AGAP005253,13206260,13208242,0,1.28977970994965e-11
2L,EOG091707I1,AGAP005255,13244027,13244959,0,1.28977970994965e-11
2L,EOG091703FE,AGAP005256,13245761,13246776,0,1.28977970994965e-11
2L,EOG091701U5,AGAP005257,13276676,13318706,0,1.28977970994965e-11
2L,EOG091701ND,AGAP005258,13329645,13331897,0,1.28977970994965e-11
2L,EOG091701H4,AGAP005259,13342958,13347238,0,1.28977970994965e-11
2L,EOG091707FT,AGAP005260,13356664,13357372,0,1.28977970994965e-11
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2L,EOG091706RV,AGAP005261,13357923,13362271,0,0
2L,EOG091702M0,AGAP005262,13365993,13368074,0,0
2L,EOG091701FM,AGAP005263,13380597,13385701,0,0
2L,EOG09170BYD,AGAP005264,13392453,13393202,0,0
2L,EOG091708U8,AGAP005267,13494094,13494721,0.325,0
2L,EOG09170B8T,AGAP005268,13494790,13495156,0,0
2L,EOG09170290,AGAP005269,13495891,13500324,0,0
2L,EOG091705MQ,AGAP005270,13502862,13504126,0,0
2L,EOG091707D7,AGAP005272,13506637,13507770,0,0
2L,EOG0917035D,AGAP005274,13526377,13530503,0,0
2L,EOG091701YE,AGAP005275,13535202,13542252,0,0
2L,EOG091700RG,AGAP005279,13548501,13586567,0,0
2L,EOG091707TG,AGAP005277,13554782,13556308,0,0
2L,EOG091704VN,AGAP005280,13576912,13579032,0,0
2L,EOG091705RE,AGAP005281,13589239,13600295,0,0
