ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG0917005C,AGAP007731,13819,21758,0.311,0
3R,EOG0917014O,AGAP007732,24236,38945,0,0
3R,EOG0917020F,AGAP007734,57849,62977,0,0
3R,EOG091704O1,AGAP007737,150177,153466,0,0
3R,EOG0917039B,AGAP007738,166770,168358,0,0
3R,EOG091703KR,AGAP007739,170090,172231,0,0
3R,EOG09170BK4,AGAP007740,173065,173808,0,0
3R,EOG091705K6,AGAP007741,174282,175338,0,0
3R,EOG091701ST,AGAP007742,176422,179263,0.27,0
3R,EOG091702X1,AGAP007743,183895,191933,0,0
3R,EOG091703JG,AGAP007744,195983,210038,0,0
3R,EOG091707GR,AGAP007746,211256,212014,0,0
3R,EOG091704TC,AGAP007745,215009,216018,0,0
3R,EOG091708QW,AGAP007747,217439,218182,0,0
3R,EOG0917047Q,AGAP007748,220515,221237,0.284,0
3R,EOG091701VI,AGAP007749,225234,227655,0.447,0
3R,EOG091709I3,AGAP007751,230608,255599,0,0
3R,EOG091704J6,AGAP013770,260546,264357,0,0
3R,EOG091700CT,AGAP007752,265226,267011,0,0
3R,EOG09170407,AGAP007754,273324,279864,0,0
3R,EOG091704TQ,AGAP007755,301777,304005,0,0
3R,EOG091701OV,AGAP007756,307779,314239,0,0
3R,EOG091704F1,AGAP007757,315196,316697,0,0
3R,EOG091702BO,AGAP028064,322656,324846,0,0
3R,EOG091705EN,AGAP007759,360240,371654,0,0
3R,EOG0917065M,AGAP007760,421995,423275,0,0
3R,EOG0917007W,AGAP007761,462099,477750,0,0
3R,EOG091705S0,AGAP007762,467018,468350,0,0
3R,EOG091700II,AGAP007763,483006,483825,0.968,0
3R,EOG091708LE,AGAP007764,496704,497036,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG091703QD,AGAP007834,1530687,1532224,0.854,0
3R,EOG091700QJ,AGAP007835,1533504,1537583,0.833,0
3R,EOG0917008J,AGAP007836,1542042,1544782,0,0
3R,EOG091707PL,AGAP007839,1762668,1791137,0,0
3R,EOG09170AEJ,AGAP007841,1841882,1842364,0,0
