ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG09170150,AGAP007799,1104623,1108175,0,4.11304954173463e-11
3R,EOG091703GZ,AGAP007800,1110058,1111890,0,4.11304954173463e-11
3R,EOG091703U9,AGAP007801,1127352,1129927,0,4.11304954173463e-11
3R,EOG0917019Y,AGAP007802,1227451,1232888,0,4.11304954173463e-11
3R,EOG091701SF,AGAP007803,1247739,1253554,0,4.11304954173463e-11
3R,EOG0917032H,AGAP007804,1254709,1256344,0,4.11304954173463e-11
3R,EOG09170578,AGAP007805,1256738,1257961,0,4.11304954173463e-11
3R,EOG0917098X,AGAP007806,1259267,1266337,0,4.11304954173463e-11
3R,EOG091703P1,AGAP007807,1269696,1276293,0,4.11304954173463e-11
3R,EOG091703EA,AGAP028215,1280166,1282694,0,4.11304954173463e-11
3R,EOG091701AS,AGAP007808,1302968,1308570,0,4.11304954173463e-11
3R,EOG091700BE,AGAP007810,1317049,1322748,0,4.11304954173463e-11
3R,EOG0917051B,AGAP007811,1323617,1325154,0,4.11304954173463e-11
3R,EOG091707RM,AGAP007812,1325615,1326422,0,4.11304954173463e-11
3R,EOG0917033Q,AGAP007809,1328087,1329667,0,4.11304954173463e-11
3R,EOG091700I9,AGAP007815,1357234,1368006,0,4.11304954173463e-11
3R,EOG09170209,AGAP007817,1372004,1374163,0,4.11304954173463e-11
3R,EOG091702OW,AGAP028144,1376461,1378367,0,4.11304954173463e-11
3R,EOG091701RK,AGAP007819,1386433,1391229,0.518,4.11304954173463e-11
3R,EOG091707F0,AGAP007822,1427747,1428634,0,4.11304954173463e-11
3R,EOG091700WQ,AGAP007823,1436009,1440692,0,4.11304954173463e-11
3R,EOG091708CS,AGAP007824,1464254,1465183,0.907,4.11304954173463e-11
3R,EOG091700AA,AGAP007826,1476504,1482602,0,4.11304954173463e-11
3R,EOG0917098N,AGAP013722,1480514,1481116,0,4.11304954173463e-11
3R,EOG091703ZJ,AGAP007827,1485062,1486754,0.414,4.11304954173463e-11
3R,EOG091704JM,AGAP007828,1487731,1489011,0,4.11304954173463e-11
3R,EOG091700SH,AGAP007829,1494129,1499745,0,4.11304954173463e-11
3R,EOG09170BDY,AGAP007830,1500815,1501400,0,4.11304954173463e-11
3R,EOG091702OP,AGAP007832,1519873,1522927,0,4.11304954173463e-11
3R,EOG0917017R,AGAP007833,1524552,1529558,0,4.11304954173463e-11
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG091707HB,AGAP007872,2404198,2404962,0,0
3R,EOG0917002K,AGAP007873,2406093,2413891,0.483,0
3R,EOG091702X5,AGAP007874,2414347,2417389,0.771,0
3R,EOG091704X1,AGAP007875,2417829,2419754,0,0
3R,EOG091709SG,AGAP013741,2419811,2420289,0,0
3R,EOG091700GH,AGAP007877,2424915,2435748,0,0
3R,EOG091703BW,AGAP007878,2456409,2458069,0,0
3R,EOG091701EV,AGAP007879,2459677,2460769,0,0
3R,EOG0917066N,AGAP007880,2461233,2462248,0,0
3R,EOG091704AG,AGAP007881,2462906,2464102,0,0
3R,EOG0917074J,AGAP007882,2464384,2465145,0.302,0
3R,EOG091703BE,AGAP007883,2465325,2467501,0,0
3R,EOG09170AM1,AGAP007886,2472738,2474568,0,0
3R,EOG091702SR,AGAP007887,2509390,2512476,0,0
3R,EOG091700F0,AGAP007888,2514846,2527095,0.802,0
3R,EOG09170109,AGAP007891,2530537,2533785,0.89,0
3R,EOG091700H9,AGAP007892,2538876,2551401,0,0
3R,EOG09170AHV,AGAP007893,2560378,2560814,0,0
3R,EOG091701X0,AGAP007894,2560923,2563317,0,0
3R,EOG091702GO,AGAP007895,2563728,2566423,0,0
3R,EOG0917031U,AGAP007896,2568193,2570564,0,0
3R,EOG09170692,AGAP007897,2572155,2573249,0,0
3R,EOG09170079,AGAP007900,2576518,2579805,0,0
3R,EOG0917083H,AGAP007899,2584246,2585091,0,0
3R,EOG091701P2,AGAP007902,2595121,2602225,0,0
3R,EOG0917036F,AGAP007903,2604939,2609001,0,0
3R,EOG091703A8,AGAP007904,2605246,2607078,0,0
3R,EOG09170029,AGAP007905,2610532,2619915,0,0
3R,EOG09170BRH,AGAP007906,2639446,2639682,0,0
3R,EOG09170A94,AGAP007907,2643010,2643264,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG091702K1,AGAP007909,2671044,2672384,0,0
3R,EOG091709JM,AGAP007910,2715973,2716919,0,0
3R,EOG0917028L,AGAP007911,2717869,2720124,0,0
3R,EOG09170BFO,AGAP007913,2721623,2722079,0,0
3R,EOG091701NG,AGAP007914,2722526,2725328,0.838,0
3R,EOG091701IM,AGAP007916,2782414,2785612,0,0
3R,EOG091700FH,AGAP007917,2787755,2792364,0,0
3R,EOG09170055,AGAP007918,2800614,2805240,0,0
3R,EOG091700XE,AGAP007919,2807292,2813444,0.469,0
3R,EOG0917015J,AGAP007921,2822568,2825762,0,0
3R,EOG091703KS,AGAP028055,2836386,2838097,0,0
3R,EOG091709PB,AGAP007922,2838297,2838771,0,0
3R,EOG0917006D,AGAP007923,2839732,2853978,0,0
3R,EOG0917000E,AGAP007924,2856038,2897844,0.376,0
3R,EOG091700D4,AGAP007925,2908891,2916228,0,0
3R,EOG0917029S,AGAP007926,2917276,2919440,0,0
3R,EOG091709UT,AGAP007927,2920433,2920903,0,0
3R,EOG0917088A,AGAP007929,2940915,2941661,0,0
3R,EOG091706YQ,AGAP007930,3046904,3048440,0,0
3R,EOG091705G3,AGAP007932,3126538,3127922,0,0
3R,EOG0917068A,AGAP007933,3138988,3140001,0,0
3R,EOG091704ID,AGAP007935,3148064,3167157,0,0
3R,EOG091709DG,AGAP007936,3211931,3212580,0,0
3R,EOG0917063J,AGAP007938,3214448,3217145,0,0
3R,EOG091700LA,AGAP007939,3218295,3221971,0,0
3R,EOG09170394,AGAP007941,3228477,3230605,0,0
3R,EOG091704EC,AGAP007942,3231665,3241010,0,0
3R,EOG09170BTK,AGAP007943,3243355,3243861,0.254,0
3R,EOG091703ZG,AGAP007945,3250860,3252530,0,0
3R,EOG091700W0,AGAP007946,3252794,3255036,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG091708DS,AGAP013747,4021891,4022520,0,4.71715277368236e-08
3R,EOG091703PW,AGAP008009,4024760,4105613,0,4.71715277368236e-08
3R,EOG09170716,AGAP008010,4171032,4172252,0.812,4.71715277368236e-08
3R,EOG09170BZN,AGAP008011,4172908,4173270,0,4.71715277368236e-08
3R,EOG091708Z6,AGAP008012,4173319,4174152,0,4.71715277368236e-08
3R,EOG091701ZZ,AGAP008013,4175101,4178161,0,4.71715277368236e-08
3R,EOG09170A3V,AGAP008014,4179402,4181908,0,4.71715277368236e-08
3R,EOG091703Q5,AGAP008015,4187075,4188802,0,4.71715277368236e-08
3R,EOG091701XL,AGAP008016,4190538,4192896,0,4.71715277368236e-08
3R,EOG09170061,AGAP008017,4248607,4273785,0.418,4.71715277368236e-08
3R,EOG0917010H,AGAP008020,4324289,4326344,0,4.71715277368236e-08
3R,EOG0917034W,AGAP008022,4326802,4328809,0,4.71715277368236e-08
3R,EOG091704X9,AGAP008023,4384025,4390541,0,4.71715277368236e-08
3R,EOG091706BA,AGAP008025,4416928,4478260,0,4.71715277368236e-08
3R,EOG091704KJ,AGAP013728,4492632,4493873,0,4.71715277368236e-08
3R,EOG091703HZ,AGAP008028,4524591,4537135,0,4.71715277368236e-08
3R,EOG091703HU,AGAP028427,4689808,4754923,0,4.71715277368236e-08
3R,EOG0917071D,AGAP013760,4763368,4764864,0.567,4.71715277368236e-08
3R,EOG0917072W,AGAP008034,4766742,4768289,0,4.71715277368236e-08
3R,EOG091702J1,AGAP008035,4769799,4788402,0,4.71715277368236e-08
3R,EOG091702JI,AGAP008037,4789456,4791140,0,4.71715277368236e-08
3R,EOG091702EI,AGAP008042,4803183,4804625,0,4.71715277368236e-08
3R,EOG0917086T,AGAP008043,4804832,4805494,0,4.71715277368236e-08
3R,EOG091709TS,AGAP008045,4809098,4809578,0,4.71715277368236e-08
3R,EOG091702C6,AGAP013736,4810076,4812172,0,4.71715277368236e-08
3R,EOG0917028B,AGAP008046,4839621,4845414,0,4.71715277368236e-08
3R,EOG0917079J,AGAP013713,4847623,4848630,0,4.71715277368236e-08
