ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG09170400,AGAP000045,696886,735718,0,0
X,EOG091705V0,AGAP000046,740684,744542,0,0
X,EOG091707OL,AGAP000047,752726,754365,0,0
X,EOG091700CB,AGAP000048,780013,787862,0,0
X,EOG091709C5,AGAP012954,792020,793596,0,0
X,EOG091703QI,AGAP000049,803642,809800,0,0
X,EOG091701NU,AGAP000051,838200,840880,0,0
X,EOG091704M7,AGAP000053,842797,844087,0,0
X,EOG091700GN,AGAP000054,850501,891167,0,0
X,EOG091707QM,AGAP013447,887560,889140,0.256,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091706Y0,AGAP000402,7279056,7279974,0,0
X,EOG091704YA,AGAP000403,7288463,7291716,0,0
X,EOG091702HU,AGAP000405,7299356,7303497,0,0
X,EOG091700JZ,AGAP000406,7310660,7318863,0,0
X,EOG091702P1,AGAP000407,7326460,7331183,0,0
X,EOG091706NF,AGAP000408,7334403,7335498,0.253,0
X,EOG091702Z2,AGAP000411,7378463,7382141,0,0
X,EOG091703JI,AGAP000412,7386318,7391029,0,0
X,EOG091700VY,AGAP000413,7395054,7400773,0,0
X,EOG091705VZ,AGAP000414,7403129,7404268,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091701UY,AGAP001070,22496533,22562925,0,0
X,EOG0917058B,AGAP001073,22750645,22847872,0,0
X,EOG091702QY,AGAP001076,22937938,22946654,0,0
X,EOG09170DW8,AGAP001078,23113607,23113930,0.681,0
X,EOG091705ET,AGAP001081,23370755,23373929,0,0
X,EOG0917012I,AGAP001082,23467516,23493461,0,0
X,EOG09170308,AGAP001084,23511522,23634351,0,0
X,EOG09170665,AGAP013547,23638153,23638696,0,0
X,EOG09170APR,AGAP001088,23708632,23709241,0,0
X,EOG09170ELS,AGAP001089,23749169,23749351,0.684,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG09170400,AGAP000045,696886,735718,0,0.00476955908771669
X,EOG091705V0,AGAP000046,740684,744542,0,0.00476955908771669
X,EOG091707OL,AGAP000047,752726,754365,0,0.00476955908771669
X,EOG091700CB,AGAP000048,780013,787862,0,0.00476955908771669
X,EOG091709C5,AGAP012954,792020,793596,0,0.00476955908771669
X,EOG091703QI,AGAP000049,803642,809800,0,0.00476955908771669
X,EOG091701NU,AGAP000051,838200,840880,0,0.00476955908771669
X,EOG091704M7,AGAP000053,842797,844087,0,0.00476955908771669
X,EOG091700GN,AGAP000054,850501,891167,0,0.00476955908771669
X,EOG091707QM,AGAP013447,887560,889140,0.256,0.00476955908771669
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091706Y0,AGAP000402,7279056,7279974,0,0.00785806008036897
X,EOG091704YA,AGAP000403,7288463,7291716,0,0.00785806008036897
X,EOG091702HU,AGAP000405,7299356,7303497,0,0.00785806008036897
X,EOG091700JZ,AGAP000406,7310660,7318863,0,0.00785806008036897
X,EOG091702P1,AGAP000407,7326460,7331183,0,0.00785806008036897
X,EOG091706NF,AGAP000408,7334403,7335498,0.253,0.00785806008036897
X,EOG091702Z2,AGAP000411,7378463,7382141,0,0.00785806008036897
X,EOG091703JI,AGAP000412,7386318,7391029,0,0.00785806008036897
X,EOG091700VY,AGAP000413,7395054,7400773,0,0.00785806008036897
X,EOG091705VZ,AGAP000414,7403129,7404268,0,0.00785806008036897
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091701UY,AGAP001070,22496533,22562925,0,0
X,EOG0917058B,AGAP001073,22750645,22847872,0,0
X,EOG091702QY,AGAP001076,22937938,22946654,0,0
X,EOG09170DW8,AGAP001078,23113607,23113930,0.681,0
X,EOG091705ET,AGAP001081,23370755,23373929,0,0
X,EOG0917012I,AGAP001082,23467516,23493461,0,0
X,EOG09170308,AGAP001084,23511522,23634351,0,0
X,EOG09170665,AGAP013547,23638153,23638696,0,0
X,EOG09170APR,AGAP001088,23708632,23709241,0,0
X,EOG09170ELS,AGAP001089,23749169,23749351,0.684,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG09170400,AGAP000045,696886,735718,0,0.00476955908771669
X,EOG091705V0,AGAP000046,740684,744542,0,0.00476955908771669
X,EOG091707OL,AGAP000047,752726,754365,0,0.00476955908771669
X,EOG091700CB,AGAP000048,780013,787862,0,0.00476955908771669
X,EOG091709C5,AGAP012954,792020,793596,0,0.00476955908771669
X,EOG091703QI,AGAP000049,803642,809800,0,0.00476955908771669
X,EOG091701NU,AGAP000051,838200,840880,0,0.00476955908771669
X,EOG091704M7,AGAP000053,842797,844087,0,0.00476955908771669
X,EOG091700GN,AGAP000054,850501,891167,0,0.00476955908771669
X,EOG091707QM,AGAP013447,887560,889140,0.256,0.00476955908771669
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091706Y0,AGAP000402,7279056,7279974,0,0.00785806008036897
X,EOG091704YA,AGAP000403,7288463,7291716,0,0.00785806008036897
X,EOG091702HU,AGAP000405,7299356,7303497,0,0.00785806008036897
X,EOG091700JZ,AGAP000406,7310660,7318863,0,0.00785806008036897
X,EOG091702P1,AGAP000407,7326460,7331183,0,0.00785806008036897
X,EOG091706NF,AGAP000408,7334403,7335498,0.253,0.00785806008036897
X,EOG091702Z2,AGAP000411,7378463,7382141,0,0.00785806008036897
X,EOG091703JI,AGAP000412,7386318,7391029,0,0.00785806008036897
X,EOG091700VY,AGAP000413,7395054,7400773,0,0.00785806008036897
X,EOG091705VZ,AGAP000414,7403129,7404268,0,0.00785806008036897
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091701UY,AGAP001070,22496533,22562925,0,0
X,EOG0917058B,AGAP001073,22750645,22847872,0,0
X,EOG091702QY,AGAP001076,22937938,22946654,0,0
X,EOG09170DW8,AGAP001078,23113607,23113930,0.681,0
X,EOG091705ET,AGAP001081,23370755,23373929,0,0
X,EOG0917012I,AGAP001082,23467516,23493461,0,0
X,EOG09170308,AGAP001084,23511522,23634351,0,0
X,EOG09170665,AGAP013547,23638153,23638696,0,0
X,EOG09170APR,AGAP001088,23708632,23709241,0,0
X,EOG09170ELS,AGAP001089,23749169,23749351,0.684,0
