ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091701D5,AGAP010345,1905311,1909582,0,0
3L,EOG091703LP,AGAP010346,1914238,1917979,0,0
3L,EOG09170954,AGAP010347,1918745,1920391,0,0
3L,EOG09170442,AGAP010348,1920848,1922210,0,0
3L,EOG091701HN,AGAP010349,1937916,1939847,0.723,0
3L,EOG091706VE,AGAP010350,1948476,1950043,0.743,0
3L,EOG0917013Q,AGAP010351,1950397,1953971,0.978,0
3L,EOG09170686,AGAP010352,1954589,1955758,0,0
3L,EOG091701TK,AGAP010353,1960079,1962371,0.425,0
3L,EOG091707OK,AGAP010354,2060107,2060900,0.857,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091702QZ,AGAP010368,2272282,2274468,0.969,0
3L,EOG091709LQ,AGAP010369,2279614,2280171,0,0
3L,EOG091703YR,AGAP010370,2280874,2284998,0,0
3L,EOG0917038Y,AGAP010371,2288072,2290169,0,0
3L,EOG09170318,AGAP010373,2318692,2322773,0.972,0
3L,EOG09170476,AGAP028146,2351022,2353661,0,0
3L,EOG091704WG,AGAP010378,2366206,2369589,0,0
3L,EOG0917035Q,AGAP010377,2369606,2371607,0,0
3L,EOG091702TD,AGAP010379,2375173,2379546,0.973,0
3L,EOG091702QS,AGAP010380,2388759,2391284,0.97,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG0917076H,AGAP010403,2777840,2778837,0,0
3L,EOG091709HS,AGAP010405,2785814,2786506,0,0
3L,EOG091701Y3,AGAP010406,2787351,2789650,0.343,0
3L,EOG091705QE,AGAP010407,2790955,2794205,0.956,0
3L,EOG091705KF,AGAP010408,2794341,2798190,0.899,0
3L,EOG091707BP,AGAP010410,2855665,2880801,0,0
3L,EOG091701KA,AGAP010411,2867458,2870025,0.431,0
3L,EOG091700PG,AGAP010413,2922150,2950423,0.96,0
3L,EOG091703KN,AGAP010414,2957334,2970919,0,0
3L,EOG0917005F,AGAP010416,2980485,2986477,0.932,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091702LR,AGAP010417,2989771,2998801,0,0
3L,EOG091700FV,AGAP010418,3003744,3008459,0,0
3L,EOG091702DW,AGAP010419,3009729,3011649,0.754,0
3L,EOG091700ZR,AGAP010420,3012475,3016002,0.634,0
3L,EOG091705AS,AGAP010421,3018539,3020310,0.929,0
3L,EOG0917010W,AGAP010425,3130385,3131791,0.984,0
