ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091708NF,AGAP000691,12435496,12436260,0,0
X,EOG09170C39,AGAP000692,12437723,12437989,0,0
X,EOG09170C0R,AGAP000693,12440803,12441068,0,0
X,EOG09170C05,AGAP000694,12442255,12442532,0,0
X,EOG091709SW,AGAP000695,12443875,12444668,0,0
X,EOG09170AA7,AGAP013437,12450966,12451502,0,0
X,EOG091709G7,AGAP013084,12468880,12469793,0,0
X,EOG091706W1,AGAP000696,12474727,12484582,0.85,0
X,EOG091705YP,AGAP013464,12496231,12499509,0,0
X,EOG091705JH,AGAP000698,12541490,12542613,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091704Y6,AGAP001052,20969946,21116818,0,0
X,EOG09170ADU,AGAP001053,21347331,21367404,0,0
X,EOG0917065G,AGAP013021,21608360,21721612,0,0
X,EOG0917096P,AGAP001056,21755830,21762593,0,0
X,EOG091706RZ,AGAP001058,21772459,21773678,0.271,0
X,EOG0917017C,AGAP001061,22104915,22212120,0,0
X,EOG0917081Y,AGAP001064,22293237,22319207,0,0
X,EOG091703G4,AGAP001065,22328619,22330127,0,0
X,EOG091708VH,AGAP001068,22390607,22391155,0,0
X,EOG091707AG,AGAP001069,22455323,22488001,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091708NF,AGAP000691,12435496,12436260,0,0
X,EOG09170C39,AGAP000692,12437723,12437989,0,0
X,EOG09170C0R,AGAP000693,12440803,12441068,0,0
X,EOG09170C05,AGAP000694,12442255,12442532,0,0
X,EOG091709SW,AGAP000695,12443875,12444668,0,0
X,EOG09170AA7,AGAP013437,12450966,12451502,0,0
X,EOG091709G7,AGAP013084,12468880,12469793,0,0
X,EOG091706W1,AGAP000696,12474727,12484582,0.85,0
X,EOG091705YP,AGAP013464,12496231,12499509,0,0
X,EOG091705JH,AGAP000698,12541490,12542613,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091708NF,AGAP000691,12435496,12436260,0,0
X,EOG09170C39,AGAP000692,12437723,12437989,0,0
X,EOG09170C0R,AGAP000693,12440803,12441068,0,0
X,EOG09170C05,AGAP000694,12442255,12442532,0,0
X,EOG091709SW,AGAP000695,12443875,12444668,0,0
X,EOG09170AA7,AGAP013437,12450966,12451502,0,0
X,EOG091709G7,AGAP013084,12468880,12469793,0,0
X,EOG091706W1,AGAP000696,12474727,12484582,0.85,0
X,EOG091705YP,AGAP013464,12496231,12499509,0,0
X,EOG091705JH,AGAP000698,12541490,12542613,0,0
