ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG0917043B,AGAP010310,66666,82270,0,0
3L,EOG091706YM,AGAP010311,119535,125410,0,0
3L,EOG091709LP,AGAP010312,168598,194224,0,0
3L,EOG09170041,AGAP010313,293919,305802,0,0
3L,EOG091705HM,AGAP010314,356758,377180,0.384,0
3L,EOG09170114,AGAP010315,377201,388139,0,0
3L,EOG091704ON,AGAP010317,413312,414967,0,0
3L,EOG09170538,AGAP010318,426939,428262,0.287,0
3L,EOG0917092R,AGAP010319,643225,662170,0,0
3L,EOG091706H8,AGAP010321,666850,667801,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091709FK,AGAP010322,670803,671402,0.327,0.00054358048713467
3L,EOG0917021H,AGAP010324,764363,827649,0,0.00054358048713467
3L,EOG091706WZ,AGAP010325,838226,839825,0,0.00054358048713467
3L,EOG091706WI,AGAP010326,850957,859362,0,0.00054358048713467
3L,EOG0917023D,AGAP010327,869951,871916,0,0.00054358048713467
3L,EOG091705UY,AGAP010328,884256,885478,0,0.00054358048713467
3L,EOG091707QU,AGAP010330,1016366,1017109,0,0.00054358048713467
3L,EOG091701JI,AGAP010331,1237467,1251368,0,0.00054358048713467
3L,EOG09170943,AGAP010332,1263012,1265489,0,0.00054358048713467
3L,EOG091700V6,AGAP010333,1295570,1301424,0,0.00054358048713467
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091707PZ,AGAP027982,1333668,1386655,0,0
3L,EOG091704RD,AGAP010334,1619406,1621133,0,0
3L,EOG0917045M,AGAP010336,1661496,1663502,0,0
3L,EOG091709KY,AGAP010338,1688147,1688672,0,0
3L,EOG0917063T,AGAP010339,1689493,1690808,0.976,0
3L,EOG091704NM,AGAP010340,1729141,1738615,0,0
3L,EOG091705JW,AGAP010341,1792940,1794099,0,0
3L,EOG0917027D,AGAP010342,1807945,1815119,0,0
3L,EOG091702D2,AGAP010343,1882377,1888404,0,0
3L,EOG091702IO,AGAP010344,1896831,1899494,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091701D5,AGAP010345,1905311,1909582,0,0
3L,EOG091703LP,AGAP010346,1914238,1917979,0.408,0
3L,EOG09170954,AGAP010347,1918745,1920391,0,0
3L,EOG09170442,AGAP010348,1920848,1922210,0,0
3L,EOG091701HN,AGAP010349,1937916,1939847,0,0
3L,EOG091706VE,AGAP010350,1948476,1950043,0,0
3L,EOG0917013Q,AGAP010351,1950397,1953971,0,0
3L,EOG09170686,AGAP010352,1954589,1955758,0,0
3L,EOG091701TK,AGAP010353,1960079,1962371,0,0
3L,EOG091707OK,AGAP010354,2060107,2060900,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091702LR,AGAP010417,2989771,2998801,0,0
3L,EOG091700FV,AGAP010418,3003744,3008459,0.969,0
3L,EOG091702DW,AGAP010419,3009729,3011649,0,0
3L,EOG091700ZR,AGAP010420,3012475,3016002,0,0
3L,EOG091705AS,AGAP010421,3018539,3020310,0,0
3L,EOG0917010W,AGAP010425,3130385,3131791,0,0
3L,EOG091701LG,AGAP010426,3167933,3170606,0,0
3L,EOG091703YH,AGAP010427,3179990,3181814,0,0
