ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG0917047C,AGAP010355,2088648,2111320,0,0
3L,EOG0917067L,AGAP010357,2138012,2139146,0,0
3L,EOG091705MG,AGAP010358,2169245,2174963,0.773,0
3L,EOG091707G4,AGAP010359,2203034,2221792,0,0
3L,EOG091703PG,AGAP010361,2232321,2236086,0,0
3L,EOG0917080O,AGAP010362,2238487,2239609,0,0
3L,EOG091706WW,AGAP010363,2242730,2243579,0,0
3L,EOG091706DO,AGAP010364,2246805,2247726,0,0
3L,EOG091703IS,AGAP010366,2252095,2257006,0,0
3L,EOG091700Q0,AGAP010367,2260665,2271892,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091702QZ,AGAP010368,2272282,2274468,0,0
3L,EOG091709LQ,AGAP010369,2279614,2280171,0,0
3L,EOG091703YR,AGAP010370,2280874,2284998,0,0
3L,EOG0917038Y,AGAP010371,2288072,2290169,0,0
3L,EOG09170318,AGAP010373,2318692,2322773,0,0
3L,EOG09170476,AGAP028146,2351022,2353661,0.822,0
3L,EOG091704WG,AGAP010378,2366206,2369589,0,0
3L,EOG0917035Q,AGAP010377,2369606,2371607,0,0
3L,EOG091702TD,AGAP010379,2375173,2379546,0,0
3L,EOG091702QS,AGAP010380,2388759,2391284,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG09170303,AGAP010381,2393497,2395773,0.912,0
3L,EOG091702HP,AGAP010382,2396139,2401816,0,0
3L,EOG091701WJ,AGAP010383,2418050,2420425,0,0
3L,EOG0917036G,AGAP010384,2421129,2422814,0,0
3L,EOG091709LB,AGAP010385,2431071,2433717,0,0
3L,EOG091705LM,AGAP010386,2436835,2438434,0,0
3L,EOG091704G5,AGAP010387,2444147,2445549,0,0
3L,EOG091704LQ,AGAP010388,2456304,2461278,0,0
3L,EOG09170274,AGAP010389,2468058,2472239,0,0
3L,EOG0917021T,AGAP010390,2483237,2485667,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091705IT,AGAP010392,2596885,2598068,0.486,0
3L,EOG091700EJ,AGAP010393,2602612,2608966,0,0
3L,EOG0917026N,AGAP010395,2667857,2670952,0,0
3L,EOG091707LQ,AGAP010397,2696739,2697536,0,0
3L,EOG0917023G,AGAP010396,2699477,2702703,0,0
3L,EOG0917041N,AGAP010398,2708094,2709322,0,0
3L,EOG091704JW,AGAP010399,2710354,2711678,0,0
3L,EOG091704FO,AGAP010400,2713685,2714854,0,0
3L,EOG091706DM,AGAP010402,2721636,2722835,0,0
3L,EOG09170427,AGAP028182,2762173,2765139,0.562,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091704EB,AGAP010501,5058971,5060825,0,0
3L,EOG09170B2H,AGAP010502,5064846,5065320,0,0
3L,EOG091702YN,AGAP010503,5073429,5118821,0,0
3L,EOG091705PF,AGAP010504,5124949,5126370,0.752,0
3L,EOG091706JY,AGAP010506,5185540,5186359,0,0
3L,EOG0917099I,AGAP010507,5238515,5239942,0,0
3L,EOG091704AI,AGAP010508,5242049,5243711,0,0
3L,EOG091702FT,AGAP010509,5244024,5247930,0,0
3L,EOG091704I4,AGAP010510,5261100,5283161,0,0
3L,EOG0917095W,AGAP010511,5315080,5316554,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091702PV,AGAP010536,5818262,5821153,0.71,0
3L,EOG091706TV,AGAP010537,5821653,5822577,0,0
3L,EOG09170A0V,AGAP010538,5822658,5823177,0.879,0
3L,EOG091702NR,AGAP010539,5823672,5827165,0.262,0
3L,EOG091703IA,AGAP010543,5999835,6001192,0,0
3L,EOG091705SA,AGAP010544,6010298,6011372,0,0
3L,EOG091704QN,AGAP010548,6175110,6176322,0,0
3L,EOG0917039S,AGAP010549,6234902,6257148,0,0
3L,EOG0917072F,AGAP010550,6251407,6252272,0,0
3L,EOG091700CK,AGAP010551,6254864,6263402,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG09170B11,AGAP010565,6421596,6421931,0,0
3L,EOG0917093T,AGAP010566,6429413,6430024,0,0
3L,EOG091702GZ,AGAP010567,6433256,6436260,0,0
3L,EOG091704JP,AGAP010568,6437208,6438871,0.886,0
3L,EOG091700N5,AGAP010571,6441984,6445469,0,0
3L,EOG091705R2,AGAP010572,6447253,6449089,0,0
3L,EOG09170B3R,AGAP010573,6450254,6450502,0,0
3L,EOG091703MA,AGAP010575,6454176,6456001,0,0
3L,EOG091700IO,AGAP010577,6466694,6468852,0,0
3L,EOG091702W2,AGAP010580,6474765,6475491,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091702RO,AGAP010702,8750491,8753304,0,0
3L,EOG09170470,AGAP010703,8753407,8754830,0,0
3L,EOG091709UA,AGAP010705,8820288,8822984,0,0
3L,EOG091701X3,AGAP010706,8864188,8865580,0,0
3L,EOG091700M6,AGAP010710,8895757,8899831,0,0
3L,EOG09170120,AGAP010711,8901560,8904939,0,0
3L,EOG091704X7,AGAP010712,8915389,8916504,0.868,0
3L,EOG091704LH,AGAP010713,8916682,8918139,0,0
3L,EOG091700W4,AGAP010715,8923263,8931171,0,0
3L,EOG09170AVV,AGAP010716,8936431,8936703,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG0917030X,AGAP010730,9014125,9014954,0,7.78361301929452e-06
3L,EOG091706AT,AGAP010732,9018519,9020105,0,7.78361301929452e-06
3L,EOG091702HY,AGAP010733,9021724,9023504,0,7.78361301929452e-06
3L,EOG091701YC,AGAP010734,9068835,9071148,0,7.78361301929452e-06
3L,EOG091702I1,AGAP010735,9089962,9091874,0.651,7.78361301929452e-06
3L,EOG091702LK,AGAP010736,9117714,9133590,0,7.78361301929452e-06
3L,EOG091700FM,AGAP010737,9127878,9130204,0,7.78361301929452e-06
3L,EOG091702H8,AGAP010738,9134117,9136220,0,7.78361301929452e-06
3L,EOG091702QD,AGAP010739,9142466,9152078,0,7.78361301929452e-06
3L,EOG091700KJ,AGAP010742,9344000,9377326,0,7.78361301929452e-06
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091700W8,AGAP010761,9922250,9922975,0,0.00228296584922228
3L,EOG091706NJ,AGAP010764,10011523,10012497,0,0.00228296584922228
3L,EOG091704D7,AGAP010766,10021853,10023142,0.622,0.00228296584922228
3L,EOG091701U2,AGAP010767,10025766,10070878,0,0.00228296584922228
3L,EOG091708I0,AGAP010768,10101271,10102258,0,0.00228296584922228
3L,EOG091703CP,AGAP010770,10105922,10107926,0,0.00228296584922228
3L,EOG09170CY5,AGAP010773,10136231,10136659,0,0.00228296584922228
3L,EOG091703SM,AGAP010774,10158375,10159070,0,0.00228296584922228
3L,EOG0917034Y,AGAP010777,10199284,10200909,0,0.00228296584922228
3L,EOG0917040A,AGAP010778,10224558,10228107,0,0.00228296584922228
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG09170121,AGAP010837,11729140,11738943,0,2.02534896248546e-08
3L,EOG091702M5,AGAP010838,11747293,11747774,0,2.02534896248546e-08
3L,EOG091705Y6,AGAP010841,11852212,11861868,0,2.02534896248546e-08
3L,EOG091703BR,AGAP010843,11875035,11885089,0,2.02534896248546e-08
3L,EOG0917050J,AGAP010844,11895934,11896758,0,2.02534896248546e-08
3L,EOG091708TA,AGAP010847,11945449,11945991,0.305,2.02534896248546e-08
3L,EOG091707L9,AGAP010848,11966437,11967393,0,2.02534896248546e-08
3L,EOG09170BAX,AGAP010849,11994371,11997205,0.37,2.02534896248546e-08
3L,EOG0917040B,AGAP010850,12001724,12009711,0,2.02534896248546e-08
3L,EOG091703E1,AGAP010851,12012686,12016397,0,2.02534896248546e-08
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091701PL,AGAP010855,12071641,12081592,0,0
3L,EOG09170192,AGAP010857,12094775,12098504,0,0
3L,EOG0917001M,AGAP010861,12122817,12124546,0,0
3L,EOG0917077H,AGAP010864,12149727,12150236,0,0
3L,EOG091702JR,AGAP010865,12152251,12155203,0,0
3L,EOG09170456,AGAP010867,12159087,12159934,0,0
3L,EOG091706BX,AGAP010869,12279085,12279888,0,0
3L,EOG09170A8A,AGAP010871,12309047,12309481,0.789,0
3L,EOG091702EF,AGAP010872,12311707,12354272,0,0
3L,EOG091707B1,AGAP010873,12331137,12331996,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3L,EOG091702X9,AGAP010874,12342235,12350292,0,0
3L,EOG091707Z8,AGAP010875,12359171,12360062,0,0
3L,EOG091702JH,AGAP010877,12378835,12380905,0,0
3L,EOG091707OP,AGAP010879,12385973,12386765,0,0
3L,EOG091701SA,AGAP010881,12400072,12405865,0,0
3L,EOG091703TO,AGAP010882,12411892,12412951,0.873,0
3L,EOG0917000W,AGAP010884,12419441,12470984,0,0
3L,EOG091705HK,AGAP010885,12478591,12480731,0,0
3L,EOG0917019H,AGAP010886,12486378,12496465,0,0
