ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG091709PM,AGAP001181,789297,789943,0,0
2R,EOG09170A3D,AGAP001182,795735,796336,0,0
2R,EOG0917091E,AGAP001184,811804,812476,0,0
2R,EOG091702XE,AGAP001185,820861,823404,0,0
2R,EOG0917098T,AGAP013177,1070940,1072162,0,0
2R,EOG091701F5,AGAP001187,1132064,1161234,0.458,0
2R,EOG091705L0,AGAP001190,1173922,1175549,0,0
2R,EOG091708PU,AGAP013056,1207447,1208095,0,0
2R,EOG09170B3V,AGAP001193,1214557,1215071,0,0
2R,EOG0917002Z,AGAP001194,1215908,1232126,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG091703KT,AGAP001213,1599878,1603974,0,0
2R,EOG091702AD,AGAP001215,1608289,1613085,0,0
2R,EOG09170BE9,AGAP013543,1611197,1611709,0,0
2R,EOG091704N6,AGAP001217,1615480,1616839,0,0
2R,EOG0917045R,AGAP001218,1618103,1620207,0,0
2R,EOG091707LO,AGAP001222,1636163,1637054,0.537,0
2R,EOG0917039O,AGAP001223,1637532,1639428,0,0
2R,EOG091701VS,AGAP001224,1639768,1641840,0,0
2R,EOG0917016K,AGAP001225,1642948,1646465,0,0
2R,EOG091705RG,AGAP001226,1647691,1648722,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG091700YM,AGAP001238,1789301,1815088,0,0
2R,EOG09170382,AGAP001240,1882699,1884655,0,0
2R,EOG09170792,AGAP001241,1905684,1906697,0,0
2R,EOG0917016A,AGAP013332,1934306,1938456,0.363,0
2R,EOG091706KZ,AGAP001242,1970271,1973082,0.348,0
2R,EOG09170221,AGAP001243,1988323,1990704,0,0
2R,EOG091706PB,AGAP001246,2031648,2032691,0,0
2R,EOG091702Y5,AGAP001247,2033356,2034280,0,0
2R,EOG091701UR,AGAP001249,2037107,2038088,0,0
2R,EOG091706QY,AGAP001252,2041741,2042734,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG09170433,AGAP001284,2280101,2281706,0,2.42412052679139e-15
2R,EOG09170187,AGAP001286,2472493,2475513,0,2.42412052679139e-15
2R,EOG0917000R,AGAP001287,2476347,2498876,0,2.42412052679139e-15
2R,EOG091701JY,AGAP001290,2505659,2508881,0,2.42412052679139e-15
2R,EOG091707L8,AGAP001291,2539595,2571510,0.38,2.42412052679139e-15
2R,EOG091701CF,AGAP001293,2620071,2623094,0,2.42412052679139e-15
2R,EOG091703IF,AGAP001294,2623887,2625983,0,2.42412052679139e-15
2R,EOG0917006V,AGAP001296,2634398,2644334,0,2.42412052679139e-15
2R,EOG091705J6,AGAP001297,2646276,2647697,0,2.42412052679139e-15
2R,EOG0917058I,AGAP013277,2656898,2658129,0,2.42412052679139e-15
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG09170AOE,AGAP001303,2716354,2723763,0,4.73280674278319e-15
2R,EOG091704JC,AGAP001304,2734846,2737423,0,4.73280674278319e-15
2R,EOG091703U0,AGAP001308,2807523,2818374,0,4.73280674278319e-15
2R,EOG0917049Q,AGAP001309,2838494,2840101,0,4.73280674278319e-15
2R,EOG091706F4,AGAP001310,2840856,2842006,0,4.73280674278319e-15
2R,EOG091704MX,AGAP001312,2843216,2845169,0,4.73280674278319e-15
