ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2L,EOG0917073N,AGAP005201,12197680,12198491,0,6.85684721928022e-05
2L,EOG09170A4A,AGAP005202,12198919,12199248,0,6.85684721928022e-05
2L,EOG091703NO,AGAP005203,12199616,12206271,0,6.85684721928022e-05
2L,EOG091706GS,AGAP005205,12211358,12220587,0,6.85684721928022e-05
2L,EOG091707O8,AGAP005206,12222491,12223290,0,6.85684721928022e-05
2L,EOG091702G1,AGAP005207,12246061,12316072,0,6.85684721928022e-05
2L,EOG091708UB,AGAP005208,12288495,12289440,0,6.85684721928022e-05
2L,EOG091703HL,AGAP005209,12353685,12356143,0,6.85684721928022e-05
2L,EOG091704BC,AGAP005210,12357143,12358851,0,6.85684721928022e-05
2L,EOG0917032J,AGAP005211,12358996,12360793,0,6.85684721928022e-05
2L,EOG091701ZY,AGAP005212,12361153,12363355,0,6.85684721928022e-05
2L,EOG0917005W,AGAP005213,12366774,12399301,0,6.85684721928022e-05
2L,EOG0917078S,AGAP005214,12377485,12378549,0,6.85684721928022e-05
2L,EOG091704Q0,AGAP005215,12409311,12410723,0,6.85684721928022e-05
2L,EOG091700A8,AGAP005216,12411321,12418274,0,6.85684721928022e-05
2L,EOG091706E3,AGAP005218,12430456,12431735,0,6.85684721928022e-05
2L,EOG091705BR,AGAP005220,12498643,12499732,0,6.85684721928022e-05
2L,EOG091701PM,AGAP005221,12501169,12503766,0.649,6.85684721928022e-05
2L,EOG091706LZ,AGAP005222,12506725,12515071,0,6.85684721928022e-05
2L,EOG091707S7,AGAP005223,12522341,12526753,0,6.85684721928022e-05
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2L,EOG09170518,AGAP005225,12527952,12529541,0.322,8.54329316018643e-10
2L,EOG091708FS,AGAP005226,12530325,12531142,0,8.54329316018643e-10
2L,EOG091702ML,AGAP005227,12535623,12538060,0,8.54329316018643e-10
2L,EOG09170BEG,AGAP013141,12538777,12539028,0,8.54329316018643e-10
2L,EOG09170B0Y,AGAP005228,12539063,12539849,0,8.54329316018643e-10
2L,EOG0917047P,AGAP005229,12549284,12558294,0,8.54329316018643e-10
2L,EOG091702WP,AGAP005230,12596948,12598564,0.374,8.54329316018643e-10
2L,EOG091709IK,AGAP005231,12614542,12615240,0,8.54329316018643e-10
2L,EOG091707VL,AGAP005233,12651084,12652962,0,8.54329316018643e-10
2L,EOG091707PV,AGAP005234,12657335,12660566,0,8.54329316018643e-10
2L,EOG091702L6,AGAP005235,12666575,12671179,0,8.54329316018643e-10
2L,EOG091707RC,AGAP005236,12692990,12693965,0,8.54329316018643e-10
2L,EOG091704WD,AGAP005238,12704455,12707834,0,8.54329316018643e-10
2L,EOG0917069G,AGAP005239,12708085,12709261,0,8.54329316018643e-10
2L,EOG091706TB,AGAP005240,12710883,12712181,0,8.54329316018643e-10
2L,EOG0917093X,AGAP005241,12714544,12715791,0,8.54329316018643e-10
