ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091700RF,AGAP000032,408841,424966,0.756,0
X,EOG0917006I,AGAP000035,445028,452835,0,0
X,EOG0917004L,AGAP000037,461137,472416,0.562,0
X,EOG091703R5,AGAP000038,481592,483518,0.458,0
X,EOG091702HM,AGAP000039,494371,496095,0,0
X,EOG091702ZZ,AGAP000040,504661,509941,0,0
X,EOG091703D3,AGAP000041,512138,517675,0,0
X,EOG091700X7,AGAP000042,528363,534266,0,0
X,EOG0917020X,AGAP000043,610531,615856,0.321,0
X,EOG091704MR,AGAP000044,626572,628054,0,0
X,EOG09170400,AGAP000045,696886,735718,0,0
X,EOG091705V0,AGAP000046,740684,744542,0,0
X,EOG091707OL,AGAP000047,752726,754365,0,0
X,EOG091700CB,AGAP000048,780013,787862,0.605,0
X,EOG091709C5,AGAP012954,792020,793596,0,0
X,EOG091703QI,AGAP000049,803642,809800,0,0
X,EOG091701NU,AGAP000051,838200,840880,0.411,0
X,EOG091704M7,AGAP000053,842797,844087,0,0
X,EOG091700GN,AGAP000054,850501,891167,0,0
X,EOG091707QM,AGAP013447,887560,889140,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091700P3,AGAP000124,2018689,2026485,0.774,0
X,EOG091700H4,AGAP000126,2031552,2037491,0.759,0
X,EOG0917045O,AGAP013435,2043450,2045192,0.749,0
X,EOG0917037I,AGAP000128,2057981,2060151,0,0
X,EOG0917049U,AGAP012973,2063878,2065611,0,0
X,EOG0917011W,AGAP000129,2065894,2070048,0.758,0
X,EOG091700ZK,AGAP000130,2070306,2072944,0.769,0
X,EOG091700VN,AGAP000131,2078637,2083487,0.364,0
X,EOG09170AXJ,AGAP000132,2083834,2084292,0,0
X,EOG091704EX,AGAP000133,2090520,2091268,0,0
X,EOG091700HR,AGAP000136,2101775,2106316,0,0
X,EOG091702DM,AGAP000137,2108015,2110819,0,0
X,EOG091702QQ,AGAP000138,2120272,2139554,0,0
X,EOG091700DX,AGAP000139,2144313,2149187,0,0
X,EOG091702OX,AGAP000140,2149577,2152578,0,0
X,EOG091700IW,AGAP000141,2158828,2166394,0,0
X,EOG09170166,AGAP000143,2180601,2185442,0,0
X,EOG091705MY,AGAP000144,2190290,2193837,0,0
X,EOG091708L8,AGAP000145,2217741,2226824,0,0
X,EOG091701QR,AGAP000146,2310789,2318278,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG0917011F,AGAP000189,3085239,3090293,0.397,0
X,EOG091708YL,AGAP000190,3120259,3158051,0.373,0
