ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG09170474,AGAP000847,15618828,15688956,0,0
X,EOG091701J8,AGAP000848,15693834,15705445,0.972,0
X,EOG091709SK,AGAP000849,15717168,15717335,0,0
X,EOG091707B6,AGAP000850,15720849,15722091,0,0
X,EOG09170B1B,AGAP000852,15729502,15731211,0,0
X,EOG091702GB,AGAP000853,15746147,15748844,0.975,0
X,EOG0917046U,AGAP000854,15755376,15765168,0,0
X,EOG091707P2,AGAP000855,15783541,15784428,0,0
X,EOG091703FS,AGAP000856,15786644,15788566,0,0
X,EOG09170529,AGAP000857,15790778,15792133,0,0
X,EOG091702CZ,AGAP013097,15800223,15802367,0,0
X,EOG0917030F,AGAP012991,15826358,15829097,0,0
X,EOG091706A9,AGAP000858,15833868,15836389,0,0
X,EOG091707GE,AGAP000859,15838050,15838923,0.797,0
X,EOG091702G9,AGAP000860,15841786,15848469,0,0
X,EOG091701XD,AGAP000861,15861007,15868189,0,0
X,EOG0917015L,AGAP000862,15870891,15873945,0.748,0
X,EOG091706G5,AGAP000863,16014866,16027418,0,0
X,EOG091706VT,AGAP000864,16090288,16093450,0,0
X,EOG0917013T,AGAP000865,16104446,16138308,0,0
X,EOG09170401,AGAP000868,16177134,16179371,0.956,0
X,EOG091700N1,AGAP000869,16222088,16237104,0.286,0
X,EOG091700D9,AGAP000870,16247673,16258053,0.662,0
X,EOG091704BX,AGAP000871,16316522,16317178,0.758,0
X,EOG091702D8,AGAP000874,16431518,16435201,0,0
X,EOG091700T0,AGAP000875,16526579,16535047,0,0
X,EOG091706OR,AGAP000876,16612688,16613803,0,0
X,EOG091703CF,AGAP000877,16619141,16621031,0,0
X,EOG091705ZN,AGAP000878,16635818,16636981,0,0
X,EOG0917035J,AGAP000879,16665872,16671397,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG0917037N,AGAP000881,16705403,16707113,0.296,0
X,EOG091704OD,AGAP000883,16713303,16714958,0.303,0
X,EOG09170208,AGAP000884,16721435,16727252,0,0
