ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG091703N6,AGAP007765,498481,500928,0,0
3R,EOG091705WO,AGAP007766,503218,505041,0,0
3R,EOG0917054E,AGAP007767,505362,506559,0,0
3R,EOG09170BHR,AGAP007768,508390,508712,0,0
3R,EOG091703K1,AGAP007769,509235,511259,0,0
3R,EOG0917015S,AGAP007771,516759,527227,0,0
3R,EOG091701QJ,AGAP007772,533555,536337,0,0
3R,EOG091708X9,AGAP007773,537466,538664,0,0
3R,EOG0917022S,AGAP007774,539074,547311,0,0
3R,EOG091702JQ,AGAP007775,612051,614127,0.55,0
3R,EOG091703LD,AGAP007776,620123,729721,0,0
3R,EOG091700I1,AGAP007778,746097,750795,0,0
3R,EOG091703HQ,AGAP007779,751509,753482,0,0
3R,EOG09170AUS,AGAP007780,755284,760839,0,0
3R,EOG09170BS1,AGAP013717,758677,758859,0,0
3R,EOG091708SO,AGAP007781,763409,767876,0,0
3R,EOG091703S3,AGAP007782,784499,786566,0,0
3R,EOG091703JS,AGAP007783,820515,822514,0,0
3R,EOG091701SR,AGAP007784,833413,836343,0,0
3R,EOG091706SG,AGAP007785,836945,837877,0,0
3R,EOG091705CQ,AGAP007786,838636,840137,0,0
3R,EOG091706UG,AGAP007787,840682,841555,0,0
3R,EOG091702NJ,AGAP007789,863586,871317,0,0
3R,EOG0917057P,AGAP007790,872904,879141,0,0
3R,EOG091700HL,AGAP007792,916499,944086,0,0
3R,EOG091706CH,AGAP007793,1055637,1056799,0,0
3R,EOG09170637,AGAP007794,1057478,1058929,0,0
3R,EOG091701EM,AGAP007796,1071597,1074159,0,0
3R,EOG09170517,AGAP007797,1086850,1088386,0,0
3R,EOG091702C4,AGAP007798,1099684,1101866,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG09170150,AGAP007799,1104623,1108175,0,0
3R,EOG091703GZ,AGAP007800,1110058,1111890,0,0
3R,EOG091703U9,AGAP007801,1127352,1129927,0,0
3R,EOG0917019Y,AGAP007802,1227451,1232888,0,0
3R,EOG091701SF,AGAP007803,1247739,1253554,0,0
3R,EOG0917032H,AGAP007804,1254709,1256344,0.543,0
3R,EOG09170578,AGAP007805,1256738,1257961,0,0
3R,EOG0917098X,AGAP007806,1259267,1266337,0,0
3R,EOG091703P1,AGAP007807,1269696,1276293,0,0
3R,EOG091703EA,AGAP028215,1280166,1282694,0,0
3R,EOG091701AS,AGAP007808,1302968,1308570,0,0
3R,EOG091700BE,AGAP007810,1317049,1322748,0,0
3R,EOG0917051B,AGAP007811,1323617,1325154,0,0
3R,EOG091707RM,AGAP007812,1325615,1326422,0,0
3R,EOG0917033Q,AGAP007809,1328087,1329667,0,0
3R,EOG091700I9,AGAP007815,1357234,1368006,0,0
3R,EOG09170209,AGAP007817,1372004,1374163,0,0
3R,EOG091702OW,AGAP028144,1376461,1378367,0,0
3R,EOG091701RK,AGAP007819,1386433,1391229,0,0
3R,EOG091707F0,AGAP007822,1427747,1428634,0,0
3R,EOG091700WQ,AGAP007823,1436009,1440692,0,0
3R,EOG091708CS,AGAP007824,1464254,1465183,0,0
3R,EOG091700AA,AGAP007826,1476504,1482602,0.343,0
3R,EOG0917098N,AGAP013722,1480514,1481116,0,0
3R,EOG091703ZJ,AGAP007827,1485062,1486754,0,0
3R,EOG091704JM,AGAP007828,1487731,1489011,0,0
3R,EOG091700SH,AGAP007829,1494129,1499745,0,0
3R,EOG09170BDY,AGAP007830,1500815,1501400,0,0
3R,EOG091702OP,AGAP007832,1519873,1522927,0,0
3R,EOG0917017R,AGAP007833,1524552,1529558,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
3R,EOG091703QD,AGAP007834,1530687,1532224,0,0
3R,EOG091700QJ,AGAP007835,1533504,1537583,0,0
3R,EOG0917008J,AGAP007836,1542042,1544782,0,0
3R,EOG091707PL,AGAP007839,1762668,1791137,0,0
3R,EOG09170AEJ,AGAP007841,1841882,1842364,0,0
3R,EOG091703HA,AGAP007843,1847989,1850738,0,0
3R,EOG091702E4,AGAP007844,1851091,1853117,0,0
3R,EOG091705IF,AGAP007845,1859143,1860164,0,0
3R,EOG0917021V,AGAP013759,1860522,1973364,0,0
3R,EOG091701G4,AGAP007846,1866228,1873893,0,0
3R,EOG0917037Z,AGAP007847,1975613,1991158,0,0
3R,EOG0917003U,AGAP007849,2034935,2094208,0.42,0
3R,EOG09170873,AGAP007851,2114682,2115497,0,0
