ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091700O3,AGAP000075,1247090,1251709,0,0
X,EOG091704K2,AGAP000078,1264727,1266777,0,0
X,EOG091705N8,AGAP000079,1269384,1270433,0,0
X,EOG0917058K,AGAP000080,1283384,1373662,0,0
X,EOG091701TM,AGAP000081,1418822,1421698,0,0
X,EOG091702KR,AGAP000082,1424384,1426509,0,0
X,EOG091707L2,AGAP000083,1428544,1429315,0,0
X,EOG091707U0,AGAP000085,1433119,1435484,0,0
X,EOG091709BS,AGAP013099,1494724,1495941,0,0
X,EOG091700F1,AGAP000090,1521813,1527203,0,0
X,EOG091704XK,AGAP000091,1532552,1533804,0,0
X,EOG091706BH,AGAP000092,1537790,1538972,0.283,0
X,EOG091709EK,AGAP000093,1542045,1543016,0,0
X,EOG091709CE,AGAP013034,1545481,1546081,0,0
X,EOG0917063I,AGAP000094,1548193,1549202,0,0
X,EOG09170182,AGAP000095,1550367,1558031,0,0
X,EOG09170BLS,AGAP000096,1565828,1566134,0,0
X,EOG091705RL,AGAP000097,1574720,1576092,0,0
X,EOG091702DX,AGAP000098,1578806,1580422,0,0
X,EOG091701WZ,AGAP000099,1609322,1620721,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091703VC,AGAP000147,2331925,2333989,0,0
X,EOG091701VF,AGAP000149,2338747,2344382,0,0
X,EOG09170BVQ,AGAP000151,2455198,2455498,0,0
X,EOG091700DF,AGAP000153,2466316,2477593,0,0
X,EOG0917067R,AGAP013500,2481815,2483116,0,0
X,EOG091702XO,AGAP000154,2485071,2486814,0,0
X,EOG091705V6,AGAP000155,2489228,2490404,0,0
X,EOG091707PK,AGAP013158,2540054,2540863,0,0
X,EOG091706OO,AGAP000156,2734410,2735472,0,0
X,EOG0917050W,AGAP000158,2773938,2777011,0,0
X,EOG091703AB,AGAP000159,2783681,2816293,0,0
X,EOG091706YB,AGAP000160,2807479,2809031,0,0
X,EOG091701J1,AGAP000161,2822718,2830085,0,0
X,EOG09170320,AGAP000162,2832497,2836070,0,0
X,EOG091709W2,AGAP000163,2844075,2846331,0.303,0
X,EOG0917069X,AGAP000164,2848251,2849270,0,0
X,EOG091707UU,AGAP000165,2849465,2850865,0,0
X,EOG0917066S,AGAP000166,2853227,2855005,0,0
X,EOG091706K1,AGAP000167,2866506,2869443,0,0
X,EOG0917018Y,AGAP000168,2892774,2895064,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091702CZ,AGAP013097,15800223,15802367,0.41,0
X,EOG0917030F,AGAP012991,15826358,15829097,0,0
X,EOG091706A9,AGAP000858,15833868,15836389,0,0
X,EOG091707GE,AGAP000859,15838050,15838923,0,0
X,EOG091702G9,AGAP000860,15841786,15848469,0,0
X,EOG091701XD,AGAP000861,15861007,15868189,0,0
X,EOG0917015L,AGAP000862,15870891,15873945,0,0
X,EOG091706G5,AGAP000863,16014866,16027418,0,0
X,EOG091706VT,AGAP000864,16090288,16093450,0,0
X,EOG0917013T,AGAP000865,16104446,16138308,0,0
X,EOG09170401,AGAP000868,16177134,16179371,0,0
X,EOG091700N1,AGAP000869,16222088,16237104,0,0
X,EOG091700D9,AGAP000870,16247673,16258053,0.286,0
X,EOG091704BX,AGAP000871,16316522,16317178,0,0
X,EOG091702D8,AGAP000874,16431518,16435201,0,0
X,EOG091700T0,AGAP000875,16526579,16535047,0,0
X,EOG091706OR,AGAP000876,16612688,16613803,0,0
X,EOG091703CF,AGAP000877,16619141,16621031,0,0
X,EOG091705ZN,AGAP000878,16635818,16636981,0,0
X,EOG0917035J,AGAP000879,16665872,16671397,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091703O8,AGAP000908,17125159,17134200,0.427,0
X,EOG091704IF,AGAP000909,17143847,17147464,0,0
X,EOG091708R4,AGAP000911,17155394,17156539,0,0
X,EOG091700YV,AGAP000912,17165876,17169527,0,0
X,EOG091702S6,AGAP000913,17173761,17178967,0.384,0
X,EOG091709JX,AGAP000915,17182847,17262131,0,0
X,EOG0917077Q,AGAP000916,17270961,17272099,0,0
X,EOG091707EO,AGAP000917,17285903,17286547,0,0
X,EOG09170EYX,AGAP012998,17299705,17300261,0,0
X,EOG091708P9,AGAP013235,17328795,17329351,0,0
X,EOG09170AO3,AGAP013514,17355427,17356193,0,0
X,EOG091704SE,AGAP000922,17385629,17400976,0,0
X,EOG091700LP,AGAP000926,17445750,17471498,0,0
X,EOG091708OS,AGAP000927,17496098,17496750,0,0
X,EOG091700MQ,AGAP000929,17503857,17514771,0,0
X,EOG091705JY,AGAP012964,17536846,17539624,0,0
X,EOG091700P6,AGAP000930,17572868,17584166,0,0
X,EOG09170B79,AGAP000931,17592691,17592981,0,0
X,EOG0917081E,AGAP000933,17656261,17656940,0,0
X,EOG091708PQ,AGAP013317,17659578,17660200,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091704Q4,AGAP000934,17661067,17662596,0,0
X,EOG091703OK,AGAP000935,17669389,17671168,0,0
X,EOG091709X8,AGAP013433,17821747,17822208,0,0
X,EOG091709X3,AGAP000937,17838471,17839013,0,0
X,EOG091706L7,AGAP000938,17997200,18009120,0,0
X,EOG091707I9,AGAP000939,18120272,18126140,0,0
X,EOG091702CW,AGAP000940,18135579,18149164,0,0
X,EOG091708TW,AGAP000941,18244471,18250842,0,0
X,EOG091707QC,AGAP000942,18252956,18253699,0,0
X,EOG091706UC,AGAP000943,18255347,18265441,0,0
X,EOG091700SG,AGAP000945,18285808,18293666,0,0
X,EOG0917072R,AGAP013136,18314307,18315314,0,0
X,EOG09170794,AGAP000947,18315448,18316253,0,0
X,EOG091706PR,AGAP000948,18319986,18320870,0.559,0
X,EOG09170757,AGAP000949,18323107,18324112,0,0
X,EOG0917078K,AGAP000950,18327382,18328323,0,0
X,EOG091707KS,AGAP000951,18329311,18330247,0,0
X,EOG09170B9F,AGAP000952,18333428,18335226,0,0
X,EOG091707DX,AGAP000953,18340222,18342538,0,0
X,EOG091704YO,AGAP000954,18347386,18352463,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG0917055A,AGAP000955,18354071,18360740,0,0
X,EOG091708AR,AGAP000957,18367147,18368810,0,0
X,EOG091700WV,AGAP000958,18370525,18381565,0,0
X,EOG091705B6,AGAP000960,18384680,18386903,0,0
X,EOG0917039J,AGAP000962,18426678,18467864,0,0
X,EOG091708SD,AGAP000963,18525137,18525755,0,0
X,EOG09170A37,AGAP000964,18531944,18533960,0,0
X,EOG091704H4,AGAP000965,18545042,18546653,0,0
X,EOG091703EQ,AGAP000966,18557873,18559842,0,0
X,EOG091708E5,AGAP000967,18569829,18570484,0,0
X,EOG09170202,AGAP000968,18582514,18585274,0,0
X,EOG091704ZA,AGAP000969,18590657,18614178,0,0
X,EOG0917091C,AGAP000970,18632743,18636223,0,0
X,EOG091702VS,AGAP000971,18641005,18646759,0,0
X,EOG0917021F,AGAP000973,18655598,18659234,0,0
X,EOG091700PE,AGAP000974,18736744,18770916,0,0
X,EOG09170934,AGAP000975,18783278,18783935,0,0
X,EOG091708W6,AGAP000977,18793977,18794552,0,0
X,EOG0917049X,AGAP000978,18801922,18803385,0.595,0
X,EOG0917068V,AGAP000979,18803398,18805616,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG09170905,AGAP013093,18805653,18806271,0,0
X,EOG09170352,AGAP000981,18819603,18821904,0,0
X,EOG091703RJ,AGAP000982,18825043,18829953,0,0
X,EOG09170110,AGAP000983,18833751,18836996,0,0
X,EOG091704J2,AGAP000985,18919009,18924434,0,0
X,EOG091707AN,AGAP000986,18926157,18929877,0,0
X,EOG091701WD,AGAP000987,18933932,18935100,0,0
X,EOG091706XJ,AGAP000989,18943236,18946249,0,0
X,EOG091700XL,AGAP000990,18948973,18955677,0,0
X,EOG091704U0,AGAP000991,18974211,18975512,0,0
X,EOG09170676,AGAP000992,18978097,18979392,0,0
X,EOG091703CX,AGAP000994,18982957,18984743,0,0
X,EOG091709DY,AGAP000995,18984837,18985474,0,0
X,EOG091702JN,AGAP000998,19000322,19100363,0,0
X,EOG091700XZ,AGAP001004,19057427,19061021,0,0
X,EOG091708JH,AGAP013024,19090444,19091082,0.437,0
X,EOG091701J0,AGAP001005,19092108,19095128,0,0
X,EOG09170ABO,AGAP013460,19098233,19098574,0,0
X,EOG09170AWF,AGAP001006,19098866,19099144,0,0
X,EOG091705FR,AGAP013251,19106661,19107527,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091704Y6,AGAP001052,20969946,21116818,0,0
X,EOG09170ADU,AGAP001053,21347331,21367404,0,0
X,EOG0917065G,AGAP013021,21608360,21721612,0,0
X,EOG0917096P,AGAP001056,21755830,21762593,0,0
X,EOG091706RZ,AGAP001058,21772459,21773678,0.298,0
X,EOG0917017C,AGAP001061,22104915,22212120,0,0
X,EOG0917081Y,AGAP001064,22293237,22319207,0,0
X,EOG091703G4,AGAP001065,22328619,22330127,0,0
X,EOG091708VH,AGAP001068,22390607,22391155,0,0
X,EOG091707AG,AGAP001069,22455323,22488001,0,0
X,EOG091701UY,AGAP001070,22496533,22562925,0,0
X,EOG0917058B,AGAP001073,22750645,22847872,0,0
X,EOG091702QY,AGAP001076,22937938,22946654,0,0
X,EOG09170DW8,AGAP001078,23113607,23113930,0,0
X,EOG091705ET,AGAP001081,23370755,23373929,0,0
X,EOG0917012I,AGAP001082,23467516,23493461,0,0
X,EOG09170308,AGAP001084,23511522,23634351,0,0
X,EOG09170665,AGAP013547,23638153,23638696,0,0
X,EOG09170APR,AGAP001088,23708632,23709241,0,0
X,EOG09170ELS,AGAP001089,23749169,23749351,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091702CZ,AGAP013097,15800223,15802367,0.41,1.34449582997969e-07
X,EOG0917030F,AGAP012991,15826358,15829097,0,1.34449582997969e-07
X,EOG091706A9,AGAP000858,15833868,15836389,0,1.34449582997969e-07
X,EOG091707GE,AGAP000859,15838050,15838923,0,1.34449582997969e-07
X,EOG091702G9,AGAP000860,15841786,15848469,0,1.34449582997969e-07
X,EOG091701XD,AGAP000861,15861007,15868189,0,1.34449582997969e-07
X,EOG0917015L,AGAP000862,15870891,15873945,0,1.34449582997969e-07
X,EOG091706G5,AGAP000863,16014866,16027418,0,1.34449582997969e-07
X,EOG091706VT,AGAP000864,16090288,16093450,0,1.34449582997969e-07
X,EOG0917013T,AGAP000865,16104446,16138308,0,1.34449582997969e-07
X,EOG09170401,AGAP000868,16177134,16179371,0,1.34449582997969e-07
X,EOG091700N1,AGAP000869,16222088,16237104,0,1.34449582997969e-07
X,EOG091700D9,AGAP000870,16247673,16258053,0.286,1.34449582997969e-07
X,EOG091704BX,AGAP000871,16316522,16317178,0,1.34449582997969e-07
X,EOG091702D8,AGAP000874,16431518,16435201,0,1.34449582997969e-07
X,EOG091700T0,AGAP000875,16526579,16535047,0,1.34449582997969e-07
X,EOG091706OR,AGAP000876,16612688,16613803,0,1.34449582997969e-07
X,EOG091703CF,AGAP000877,16619141,16621031,0,1.34449582997969e-07
X,EOG091705ZN,AGAP000878,16635818,16636981,0,1.34449582997969e-07
X,EOG0917035J,AGAP000879,16665872,16671397,0,1.34449582997969e-07
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091703O8,AGAP000908,17125159,17134200,0.427,0
X,EOG091704IF,AGAP000909,17143847,17147464,0,0
X,EOG091708R4,AGAP000911,17155394,17156539,0,0
X,EOG091700YV,AGAP000912,17165876,17169527,0,0
X,EOG091702S6,AGAP000913,17173761,17178967,0.384,0
X,EOG091709JX,AGAP000915,17182847,17262131,0,0
X,EOG0917077Q,AGAP000916,17270961,17272099,0,0
X,EOG091707EO,AGAP000917,17285903,17286547,0,0
X,EOG09170EYX,AGAP012998,17299705,17300261,0,0
X,EOG091708P9,AGAP013235,17328795,17329351,0,0
X,EOG09170AO3,AGAP013514,17355427,17356193,0,0
X,EOG091704SE,AGAP000922,17385629,17400976,0,0
X,EOG091700LP,AGAP000926,17445750,17471498,0,0
X,EOG091708OS,AGAP000927,17496098,17496750,0,0
X,EOG091700MQ,AGAP000929,17503857,17514771,0,0
X,EOG091705JY,AGAP012964,17536846,17539624,0,0
X,EOG091700P6,AGAP000930,17572868,17584166,0,0
X,EOG09170B79,AGAP000931,17592691,17592981,0,0
X,EOG0917081E,AGAP000933,17656261,17656940,0,0
X,EOG091708PQ,AGAP013317,17659578,17660200,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091702CZ,AGAP013097,15800223,15802367,0.41,1.34449582997969e-07
X,EOG0917030F,AGAP012991,15826358,15829097,0,1.34449582997969e-07
X,EOG091706A9,AGAP000858,15833868,15836389,0,1.34449582997969e-07
X,EOG091707GE,AGAP000859,15838050,15838923,0,1.34449582997969e-07
X,EOG091702G9,AGAP000860,15841786,15848469,0,1.34449582997969e-07
X,EOG091701XD,AGAP000861,15861007,15868189,0,1.34449582997969e-07
X,EOG0917015L,AGAP000862,15870891,15873945,0,1.34449582997969e-07
X,EOG091706G5,AGAP000863,16014866,16027418,0,1.34449582997969e-07
X,EOG091706VT,AGAP000864,16090288,16093450,0,1.34449582997969e-07
X,EOG0917013T,AGAP000865,16104446,16138308,0,1.34449582997969e-07
X,EOG09170401,AGAP000868,16177134,16179371,0,1.34449582997969e-07
X,EOG091700N1,AGAP000869,16222088,16237104,0,1.34449582997969e-07
X,EOG091700D9,AGAP000870,16247673,16258053,0.286,1.34449582997969e-07
X,EOG091704BX,AGAP000871,16316522,16317178,0,1.34449582997969e-07
X,EOG091702D8,AGAP000874,16431518,16435201,0,1.34449582997969e-07
X,EOG091700T0,AGAP000875,16526579,16535047,0,1.34449582997969e-07
X,EOG091706OR,AGAP000876,16612688,16613803,0,1.34449582997969e-07
X,EOG091703CF,AGAP000877,16619141,16621031,0,1.34449582997969e-07
X,EOG091705ZN,AGAP000878,16635818,16636981,0,1.34449582997969e-07
X,EOG0917035J,AGAP000879,16665872,16671397,0,1.34449582997969e-07
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
X,EOG091703O8,AGAP000908,17125159,17134200,0.427,0
X,EOG091704IF,AGAP000909,17143847,17147464,0,0
X,EOG091708R4,AGAP000911,17155394,17156539,0,0
X,EOG091700YV,AGAP000912,17165876,17169527,0,0
X,EOG091702S6,AGAP000913,17173761,17178967,0.384,0
X,EOG091709JX,AGAP000915,17182847,17262131,0,0
X,EOG0917077Q,AGAP000916,17270961,17272099,0,0
X,EOG091707EO,AGAP000917,17285903,17286547,0,0
X,EOG09170EYX,AGAP012998,17299705,17300261,0,0
X,EOG091708P9,AGAP013235,17328795,17329351,0,0
X,EOG09170AO3,AGAP013514,17355427,17356193,0,0
X,EOG091704SE,AGAP000922,17385629,17400976,0,0
X,EOG091700LP,AGAP000926,17445750,17471498,0,0
X,EOG091708OS,AGAP000927,17496098,17496750,0,0
X,EOG091700MQ,AGAP000929,17503857,17514771,0,0
X,EOG091705JY,AGAP012964,17536846,17539624,0,0
X,EOG091700P6,AGAP000930,17572868,17584166,0,0
X,EOG09170B79,AGAP000931,17592691,17592981,0,0
X,EOG0917081E,AGAP000933,17656261,17656940,0,0
X,EOG091708PQ,AGAP013317,17659578,17660200,0,0
