ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG091703KT,AGAP001213,1599878,1603974,0,0
2R,EOG091702AD,AGAP001215,1608289,1613085,0,0
2R,EOG09170BE9,AGAP013543,1611197,1611709,0,0
2R,EOG091704N6,AGAP001217,1615480,1616839,0,0
2R,EOG0917045R,AGAP001218,1618103,1620207,0,0
2R,EOG091707LO,AGAP001222,1636163,1637054,0,0
2R,EOG0917039O,AGAP001223,1637532,1639428,0,0
2R,EOG091701VS,AGAP001224,1639768,1641840,0,0
2R,EOG0917016K,AGAP001225,1642948,1646465,0,0
2R,EOG091705RG,AGAP001226,1647691,1648722,0,0
2R,EOG091700ZJ,AGAP001227,1648963,1652299,0,0
2R,EOG09170A06,AGAP001228,1652312,1652885,0,0
2R,EOG09170ADS,AGAP001230,1686238,1691977,0,0
2R,EOG0917032R,AGAP001231,1730409,1745786,0,0
2R,EOG091704FQ,AGAP001232,1746104,1747345,0,0
2R,EOG0917049F,AGAP001233,1747788,1749475,0.788,0
2R,EOG0917004M,AGAP001234,1750144,1757210,0,0
2R,EOG0917042Q,AGAP001235,1758193,1760443,0.364,0
2R,EOG091702WJ,AGAP001236,1770522,1772729,0,0
2R,EOG091709NJ,AGAP001237,1772988,1773835,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG091700YM,AGAP001238,1789301,1815088,0,0
2R,EOG09170382,AGAP001240,1882699,1884655,0,0
2R,EOG09170792,AGAP001241,1905684,1906697,0,0
2R,EOG0917016A,AGAP013332,1934306,1938456,0,0
2R,EOG091706KZ,AGAP001242,1970271,1973082,0.414,0
2R,EOG09170221,AGAP001243,1988323,1990704,0.637,0
2R,EOG091706PB,AGAP001246,2031648,2032691,0,0
2R,EOG091702Y5,AGAP001247,2033356,2034280,0,0
2R,EOG091701UR,AGAP001249,2037107,2038088,0,0
2R,EOG091706QY,AGAP001252,2041741,2042734,0,0
2R,EOG091700UZ,AGAP001255,2046301,2052544,0,0
2R,EOG091700PU,AGAP001256,2053489,2058666,0.323,0
2R,EOG091707JM,AGAP001258,2066467,2067177,0,0
2R,EOG091700QB,AGAP001261,2089359,2091433,0,0
2R,EOG091704N8,AGAP001264,2095791,2097398,0,0
2R,EOG091701PN,AGAP001265,2101260,2106211,0,0
2R,EOG091701EL,AGAP001267,2126593,2131844,0,0
2R,EOG09170AIW,AGAP001268,2132674,2133327,0,0
2R,EOG091702OZ,AGAP001269,2140536,2145097,0.636,0
2R,EOG091706F8,AGAP001270,2146078,2147273,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG09170AOE,AGAP001303,2716354,2723763,0,0
2R,EOG091704JC,AGAP001304,2734846,2737423,0,0
2R,EOG091703U0,AGAP001308,2807523,2818374,0,0
2R,EOG0917049Q,AGAP001309,2838494,2840101,0,0
2R,EOG091706F4,AGAP001310,2840856,2842006,0,0
2R,EOG091704MX,AGAP001312,2843216,2845169,0,0
2R,EOG091708LH,AGAP001313,2847152,2868225,0,0
2R,EOG091707WO,AGAP001314,2874692,2875544,0,0
2R,EOG0917026V,AGAP001315,2882539,2977390,0,0
2R,EOG09170BGK,AGAP001316,2915593,2916318,0,0
2R,EOG09170565,AGAP001318,2979899,2981836,0,0
2R,EOG091702Y4,AGAP001319,2983391,2984995,0,0
2R,EOG091700RJ,AGAP001320,2987349,2991073,0,0
2R,EOG0917082E,AGAP001321,2992625,2993318,0,0
2R,EOG091701E1,AGAP001322,2993787,2997135,0,0
2R,EOG091700P0,AGAP001324,2999289,3003505,0,0
2R,EOG091706KT,AGAP001325,3004695,3008509,0,0
2R,EOG0917088J,AGAP001326,3009674,3010357,0.264,0
2R,EOG091701GK,AGAP001328,3039806,3049090,0.617,0
2R,EOG091701NI,AGAP001330,3124591,3195231,0.328,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG09170694,AGAP001332,3251613,3252710,0,0
2R,EOG091702DB,AGAP001333,3253959,3256689,0,0
2R,EOG091704QV,AGAP001334,3260278,3261405,0,0
2R,EOG09170B0G,AGAP001335,3266222,3281792,0,0
2R,EOG0917038R,AGAP001336,3286156,3287944,0,0
2R,EOG091701W8,AGAP001337,3308742,3311392,0,0
2R,EOG091703OJ,AGAP001339,3319866,3321548,0,0
2R,EOG091706V7,AGAP001340,3323087,3324091,0,0
2R,EOG091703O5,AGAP001343,3332349,3344862,0,0
2R,EOG0917066D,AGAP001344,3358519,3370810,0,0
2R,EOG091701UL,AGAP001345,3362647,3364773,0,0
2R,EOG09170874,AGAP001346,3380636,3381809,0,0
2R,EOG0917042B,AGAP001347,3382328,3383981,0.445,0
2R,EOG091705F8,AGAP001348,3384518,3388160,0,0
2R,EOG09170B5A,AGAP001351,3423284,3423529,0.684,0
2R,EOG091702JU,AGAP001352,3430998,3431895,0,0
2R,EOG091702HH,AGAP001356,3489213,3493788,0,0
2R,EOG091702YM,AGAP001357,3501596,3503448,0,0
2R,EOG091702O0,AGAP001358,3512832,3520273,0.437,0
2R,EOG091700RO,AGAP001360,3546285,3548750,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG0917066V,AGAP001389,4128479,4139224,0,0
2R,EOG0917054T,AGAP001390,4142275,4145331,0,0
2R,EOG091701OJ,AGAP001391,4146363,4149418,0,0
2R,EOG091709GY,AGAP001392,4149680,4150780,0,0
2R,EOG0917091O,AGAP001393,4152445,4153075,0,0
2R,EOG091707W3,AGAP001394,4155365,4167690,0,0
2R,EOG0917063P,AGAP001395,4178104,4179000,0,0
2R,EOG091702QK,AGAP001397,4181464,4183005,0,0
2R,EOG091707N2,AGAP001398,4183804,4184912,0,0
2R,EOG0917018G,AGAP001399,4186475,4189730,0,0
2R,EOG091708NS,AGAP001400,4190589,4191354,0,0
2R,EOG091701IO,AGAP001402,4193941,4196511,0,0
2R,EOG0917087H,AGAP001403,4196724,4197308,0.295,0
2R,EOG0917025G,AGAP001404,4197826,4200745,0.893,0
2R,EOG091707DK,AGAP013257,4200869,4201633,0,0
2R,EOG091702YS,AGAP001405,4201702,4202833,0,0
2R,EOG091704RG,AGAP001407,4204769,4206121,0,0
2R,EOG09170AWR,AGAP001408,4206635,4207006,0,0
2R,EOG091701LO,AGAP001410,4334732,4351316,0,0
2R,EOG091707T3,AGAP001411,4483219,4496424,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.j.
2R,EOG091704YP,AGAP001440,5049886,5051303,0,5.89383953069813e-06
2R,EOG0917054W,AGAP013284,5055622,5056878,0,5.89383953069813e-06
2R,EOG091705EB,AGAP001442,5057406,5058655,0,5.89383953069813e-06
2R,EOG091704KB,AGAP001443,5058685,5060107,0,5.89383953069813e-06
2R,EOG091706ZY,AGAP001445,5136653,5137549,0.304,5.89383953069813e-06
2R,EOG091702OC,AGAP001446,5140730,5199456,0,5.89383953069813e-06
2R,EOG09170AHQ,AGAP013537,5147348,5148187,0,5.89383953069813e-06
2R,EOG091705RQ,AGAP001447,5215413,5216497,0,5.89383953069813e-06
2R,EOG091708FF,AGAP001448,5222247,5227462,0,5.89383953069813e-06
2R,EOG0917078H,AGAP001449,5229907,5230716,0,5.89383953069813e-06
2R,EOG091707K1,AGAP013329,5231205,5231995,0.264,5.89383953069813e-06
2R,EOG0917069F,AGAP001452,5255979,5260074,0,5.89383953069813e-06
2R,EOG091702RC,AGAP001453,5263199,5266126,0,5.89383953069813e-06
2R,EOG091707PW,AGAP001454,5266504,5267136,0,5.89383953069813e-06
2R,EOG091700UA,AGAP001455,5268417,5280188,0,5.89383953069813e-06
2R,EOG091708UL,AGAP001459,5283558,5284200,0,5.89383953069813e-06
2R,EOG0917057U,AGAP001460,5286717,5290944,0,5.89383953069813e-06
